Punto de Ingreso	Número de Análisis	NUMERO_ANALISIS	Fecha de Análisis	Número de Boletín	Campo	Lote	Descripcion	Especie	Cosecha	Descripción	Contenido Proteico	Grado	Factor	Gastos de Análisis	Gluten	Punto de Ingreso	Número de Análisis	Rubro de Análisis	Porcentaje	Bonificación	Rebaja	Descripción
1	111752	0001 00111752	20/05/2016	1041	1317		DON NICANOR	SOJA	1516	SOJA COSECHA 15/16			99,95			1	111752	50				Humedad
1	111752	0001 00111752	20/05/2016	1041	1317		DON NICANOR	SOJA	1516	SOJA COSECHA 15/16			99,95			1	111752	8				Chamico
1	111752	0001 00111752	20/05/2016	1041	1317		DON NICANOR	SOJA	1516	SOJA COSECHA 15/16			99,95			1	111752	29	3,48			Granos Danados
1	111752	0001 00111752	20/05/2016	1041	1317		DON NICANOR	SOJA	1516	SOJA COSECHA 15/16			99,95			1	111752	73				Tierra
1	111752	0001 00111752	20/05/2016	1041	1317		DON NICANOR	SOJA	1516	SOJA COSECHA 15/16			99,95			1	111752	11	1,05		0,05	Cuerpos Extranos
1	111752	0001 00111752	20/05/2016	1041	1317		DON NICANOR	SOJA	1516	SOJA COSECHA 15/16			99,95			1	111752	74				Total Danados
1	111752	0001 00111752	20/05/2016	1041	1317		DON NICANOR	SOJA	1516	SOJA COSECHA 15/16			99,95			1	111752	58				Olores Comercialmente Objetables
1	111752	0001 00111752	20/05/2016	1041	1317		DON NICANOR	SOJA	1516	SOJA COSECHA 15/16			99,95			1	111752	51				Material Bajo Zaranda
1	111752	0001 00111752	20/05/2016	1041	1317		DON NICANOR	SOJA	1516	SOJA COSECHA 15/16			99,95			1	111752	45	6,51			Quebrados y/o Pelados
1	111752	0001 00111752	20/05/2016	1041	1317		DON NICANOR	SOJA	1516	SOJA COSECHA 15/16			99,95			1	111752	23				Granos Amohosados
1	111752	0001 00111752	20/05/2016	1041	1317		DON NICANOR	SOJA	1516	SOJA COSECHA 15/16			99,95			1	111752	36				Granos Negros
1	111752	0001 00111752	20/05/2016	1041	1317		DON NICANOR	SOJA	1516	SOJA COSECHA 15/16			99,95			1	111752	46				Granos Quemados o de Avería
1	111752	0001 00111752	20/05/2016	1041	1317		DON NICANOR	SOJA	1516	SOJA COSECHA 15/16			99,95			1	111752	77	3,38			Granos Verdes
1	111752	0001 00111752	20/05/2016	1041	1317		DON NICANOR	SOJA	1516	SOJA COSECHA 15/16			99,95			1	111752	96				Rebajas
1	111752	0001 00111752	20/05/2016	1041	1317		DON NICANOR	SOJA	1516	SOJA COSECHA 15/16			99,95			1	111752	78				Total Cpos Extranos y Tierra
1	111753	0001 00111753	26/05/2016	1175	1320		MOTTO	SOJA	1516	SOJA COSECHA 15/16			99,78			1	111753	70	0,14		0,14	Revolcado en Tierra
1	111753	0001 00111753	26/05/2016	1175	1320		MOTTO	SOJA	1516	SOJA COSECHA 15/16			99,78			1	111753	50				Humedad
1	111753	0001 00111753	26/05/2016	1175	1320		MOTTO	SOJA	1516	SOJA COSECHA 15/16			99,78			1	111753	8				Chamico
1	111753	0001 00111753	26/05/2016	1175	1320		MOTTO	SOJA	1516	SOJA COSECHA 15/16			99,78			1	111753	29	4			Granos Danados
1	111753	0001 00111753	26/05/2016	1175	1320		MOTTO	SOJA	1516	SOJA COSECHA 15/16			99,78			1	111753	73				Tierra
1	111753	0001 00111753	26/05/2016	1175	1320		MOTTO	SOJA	1516	SOJA COSECHA 15/16			99,78			1	111753	11	1,08		0,08	Cuerpos Extranos
1	111753	0001 00111753	26/05/2016	1175	1320		MOTTO	SOJA	1516	SOJA COSECHA 15/16			99,78			1	111753	74				Total Danados
1	111753	0001 00111753	26/05/2016	1175	1320		MOTTO	SOJA	1516	SOJA COSECHA 15/16			99,78			1	111753	58				Olores Comercialmente Objetables
1	111753	0001 00111753	26/05/2016	1175	1320		MOTTO	SOJA	1516	SOJA COSECHA 15/16			99,78			1	111753	51				Material Bajo Zaranda
1	111753	0001 00111753	26/05/2016	1175	1320		MOTTO	SOJA	1516	SOJA COSECHA 15/16			99,78			1	111753	45	12,19			Quebrados y/o Pelados
1	111753	0001 00111753	26/05/2016	1175	1320		MOTTO	SOJA	1516	SOJA COSECHA 15/16			99,78			1	111753	23				Granos Amohosados
1	111753	0001 00111753	26/05/2016	1175	1320		MOTTO	SOJA	1516	SOJA COSECHA 15/16			99,78			1	111753	36				Granos Negros
1	111753	0001 00111753	26/05/2016	1175	1320		MOTTO	SOJA	1516	SOJA COSECHA 15/16			99,78			1	111753	46				Granos Quemados o de Avería
1	111753	0001 00111753	26/05/2016	1175	1320		MOTTO	SOJA	1516	SOJA COSECHA 15/16			99,78			1	111753	77	2,15			Granos Verdes
1	111753	0001 00111753	26/05/2016	1175	1320		MOTTO	SOJA	1516	SOJA COSECHA 15/16			99,78			1	111753	96				Rebajas
1	111753	0001 00111753	26/05/2016	1175	1320		MOTTO	SOJA	1516	SOJA COSECHA 15/16			99,78			1	111753	78				Total Cpos Extranos y Tierra
1	111754	0001 00111754	17/05/2016	1836	7035		LA FORTUNA	SEPA	1516	SOJA COSECHA 15/16 E			63,55			1	111754	70	0,43		0,43	Revolcado en Tierra
1	111754	0001 00111754	17/05/2016	1836	7035		LA FORTUNA	SEPA	1516	SOJA COSECHA 15/16 E			63,55			1	111754	50				Humedad
1	111754	0001 00111754	17/05/2016	1836	7035		LA FORTUNA	SEPA	1516	SOJA COSECHA 15/16 E			63,55			1	111754	8				Chamico
1	111754	0001 00111754	17/05/2016	1836	7035		LA FORTUNA	SEPA	1516	SOJA COSECHA 15/16 E			63,55			1	111754	29	36,3		31,3	Granos Danados
1	111754	0001 00111754	17/05/2016	1836	7035		LA FORTUNA	SEPA	1516	SOJA COSECHA 15/16 E			63,55			1	111754	73				Tierra
1	111754	0001 00111754	17/05/2016	1836	7035		LA FORTUNA	SEPA	1516	SOJA COSECHA 15/16 E			63,55			1	111754	11	4,81		4,72	Cuerpos Extranos
1	111754	0001 00111754	17/05/2016	1836	7035		LA FORTUNA	SEPA	1516	SOJA COSECHA 15/16 E			63,55			1	111754	74				Total Danados
1	111754	0001 00111754	17/05/2016	1836	7035		LA FORTUNA	SEPA	1516	SOJA COSECHA 15/16 E			63,55			1	111754	58				Olores Comercialmente Objetables
1	111754	0001 00111754	17/05/2016	1836	7035		LA FORTUNA	SEPA	1516	SOJA COSECHA 15/16 E			63,55			1	111754	51				Material Bajo Zaranda
1	111754	0001 00111754	17/05/2016	1836	7035		LA FORTUNA	SEPA	1516	SOJA COSECHA 15/16 E			63,55			1	111754	45	10			Quebrados y/o Pelados
1	111754	0001 00111754	17/05/2016	1836	7035		LA FORTUNA	SEPA	1516	SOJA COSECHA 15/16 E			63,55			1	111754	23				Granos Amohosados
1	111754	0001 00111754	17/05/2016	1836	7035		LA FORTUNA	SEPA	1516	SOJA COSECHA 15/16 E			63,55			1	111754	36				Granos Negros
1	111754	0001 00111754	17/05/2016	1836	7035		LA FORTUNA	SEPA	1516	SOJA COSECHA 15/16 E			63,55			1	111754	46				Granos Quemados o de Avería
1	111754	0001 00111754	17/05/2016	1836	7035		LA FORTUNA	SEPA	1516	SOJA COSECHA 15/16 E			63,55			1	111754	77	3,57			Granos Verdes
1	111754	0001 00111754	17/05/2016	1836	7035		LA FORTUNA	SEPA	1516	SOJA COSECHA 15/16 E			63,55			1	111754	96				Rebajas
1	111754	0001 00111754	17/05/2016	1836	7035		LA FORTUNA	SEPA	1516	SOJA COSECHA 15/16 E			63,55			1	111754	78				Total Cpos Extranos y Tierra
1	111755	0001 00111755	18/05/2016	1686	7076		EL PIGUEL 	SEPA	1516	SOJA COSECHA 15/16 E			99,63			1	111755	70				Revolcado en Tierra
1	111755	0001 00111755	18/05/2016	1686	7076		EL PIGUEL 	SEPA	1516	SOJA COSECHA 15/16 E			99,63			1	111755	50				Humedad
1	111755	0001 00111755	18/05/2016	1686	7076		EL PIGUEL 	SEPA	1516	SOJA COSECHA 15/16 E			99,63			1	111755	8				Chamico
1	111755	0001 00111755	18/05/2016	1686	7076		EL PIGUEL 	SEPA	1516	SOJA COSECHA 15/16 E			99,63			1	111755	29	3,54			Granos Danados
1	111755	0001 00111755	18/05/2016	1686	7076		EL PIGUEL 	SEPA	1516	SOJA COSECHA 15/16 E			99,63			1	111755	73				Tierra
1	111755	0001 00111755	18/05/2016	1686	7076		EL PIGUEL 	SEPA	1516	SOJA COSECHA 15/16 E			99,63			1	111755	11	1,37		0,37	Cuerpos Extranos
1	111755	0001 00111755	18/05/2016	1686	7076		EL PIGUEL 	SEPA	1516	SOJA COSECHA 15/16 E			99,63			1	111755	74				Total Danados
1	111755	0001 00111755	18/05/2016	1686	7076		EL PIGUEL 	SEPA	1516	SOJA COSECHA 15/16 E			99,63			1	111755	58				Olores Comercialmente Objetables
1	111755	0001 00111755	18/05/2016	1686	7076		EL PIGUEL 	SEPA	1516	SOJA COSECHA 15/16 E			99,63			1	111755	51				Material Bajo Zaranda
1	111755	0001 00111755	18/05/2016	1686	7076		EL PIGUEL 	SEPA	1516	SOJA COSECHA 15/16 E			99,63			1	111755	45	9,66			Quebrados y/o Pelados
1	111755	0001 00111755	18/05/2016	1686	7076		EL PIGUEL 	SEPA	1516	SOJA COSECHA 15/16 E			99,63			1	111755	23				Granos Amohosados
1	111755	0001 00111755	18/05/2016	1686	7076		EL PIGUEL 	SEPA	1516	SOJA COSECHA 15/16 E			99,63			1	111755	36				Granos Negros
1	111755	0001 00111755	18/05/2016	1686	7076		EL PIGUEL 	SEPA	1516	SOJA COSECHA 15/16 E			99,63			1	111755	46				Granos Quemados o de Avería
1	111755	0001 00111755	18/05/2016	1686	7076		EL PIGUEL 	SEPA	1516	SOJA COSECHA 15/16 E			99,63			1	111755	77	2,56			Granos Verdes
1	111755	0001 00111755	18/05/2016	1686	7076		EL PIGUEL 	SEPA	1516	SOJA COSECHA 15/16 E			99,63			1	111755	96				Rebajas
1	111755	0001 00111755	18/05/2016	1686	7076		EL PIGUEL 	SEPA	1516	SOJA COSECHA 15/16 E			99,63			1	111755	78				Total Cpos Extranos y Tierra
1	111756	0001 00111756	25/05/2016	1394	7098		MITRE	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111756	70				Revolcado en Tierra
1	111756	0001 00111756	25/05/2016	1394	7098		MITRE	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111756	50				Humedad
1	111756	0001 00111756	25/05/2016	1394	7098		MITRE	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111756	8				Chamico
1	111756	0001 00111756	25/05/2016	1394	7098		MITRE	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111756	29	3			Granos Danados
1	111756	0001 00111756	25/05/2016	1394	7098		MITRE	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111756	73				Tierra
1	111756	0001 00111756	25/05/2016	1394	7098		MITRE	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111756	11	0,4			Cuerpos Extranos
1	111756	0001 00111756	25/05/2016	1394	7098		MITRE	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111756	74				Total Danados
1	111756	0001 00111756	25/05/2016	1394	7098		MITRE	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111756	58				Olores Comercialmente Objetables
1	111756	0001 00111756	25/05/2016	1394	7098		MITRE	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111756	51				Material Bajo Zaranda
1	111756	0001 00111756	25/05/2016	1394	7098		MITRE	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111756	45	15			Quebrados y/o Pelados
1	111756	0001 00111756	25/05/2016	1394	7098		MITRE	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111756	23				Granos Amohosados
1	111756	0001 00111756	25/05/2016	1394	7098		MITRE	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111756	36				Granos Negros
1	111756	0001 00111756	25/05/2016	1394	7098		MITRE	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111756	46				Granos Quemados o de Avería
1	111756	0001 00111756	25/05/2016	1394	7098		MITRE	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111756	77				Granos Verdes
1	111756	0001 00111756	25/05/2016	1394	7098		MITRE	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111756	96				Rebajas
1	111756	0001 00111756	25/05/2016	1394	7098		MITRE	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111756	78				Total Cpos Extranos y Tierra
1	111757	0001 00111757	19/05/2016	1997	7114		DANIELA BOO	SEPA	1516	SOJA COSECHA 15/16 E			87,6			1	111757	70	0,19		0,19	Revolcado en Tierra
1	111757	0001 00111757	19/05/2016	1997	7114		DANIELA BOO	SEPA	1516	SOJA COSECHA 15/16 E			87,6			1	111757	50				Humedad
1	111757	0001 00111757	19/05/2016	1997	7114		DANIELA BOO	SEPA	1516	SOJA COSECHA 15/16 E			87,6			1	111757	8				Chamico
1	111757	0001 00111757	19/05/2016	1997	7114		DANIELA BOO	SEPA	1516	SOJA COSECHA 15/16 E			87,6			1	111757	29	16,1		11,1	Granos Danados
1	111757	0001 00111757	19/05/2016	1997	7114		DANIELA BOO	SEPA	1516	SOJA COSECHA 15/16 E			87,6			1	111757	73				Tierra
1	111757	0001 00111757	19/05/2016	1997	7114		DANIELA BOO	SEPA	1516	SOJA COSECHA 15/16 E			87,6			1	111757	11	2,11		1,11	Cuerpos Extranos
1	111757	0001 00111757	19/05/2016	1997	7114		DANIELA BOO	SEPA	1516	SOJA COSECHA 15/16 E			87,6			1	111757	74				Total Danados
1	111757	0001 00111757	19/05/2016	1997	7114		DANIELA BOO	SEPA	1516	SOJA COSECHA 15/16 E			87,6			1	111757	58				Olores Comercialmente Objetables
1	111757	0001 00111757	19/05/2016	1997	7114		DANIELA BOO	SEPA	1516	SOJA COSECHA 15/16 E			87,6			1	111757	51				Material Bajo Zaranda
1	111757	0001 00111757	19/05/2016	1997	7114		DANIELA BOO	SEPA	1516	SOJA COSECHA 15/16 E			87,6			1	111757	45	10			Quebrados y/o Pelados
1	111757	0001 00111757	19/05/2016	1997	7114		DANIELA BOO	SEPA	1516	SOJA COSECHA 15/16 E			87,6			1	111757	23				Granos Amohosados
1	111757	0001 00111757	19/05/2016	1997	7114		DANIELA BOO	SEPA	1516	SOJA COSECHA 15/16 E			87,6			1	111757	36				Granos Negros
1	111757	0001 00111757	19/05/2016	1997	7114		DANIELA BOO	SEPA	1516	SOJA COSECHA 15/16 E			87,6			1	111757	46				Granos Quemados o de Avería
1	111757	0001 00111757	19/05/2016	1997	7114		DANIELA BOO	SEPA	1516	SOJA COSECHA 15/16 E			87,6			1	111757	77	3,56			Granos Verdes
1	111757	0001 00111757	19/05/2016	1997	7114		DANIELA BOO	SEPA	1516	SOJA COSECHA 15/16 E			87,6			1	111757	96				Rebajas
1	111757	0001 00111757	19/05/2016	1997	7114		DANIELA BOO	SEPA	1516	SOJA COSECHA 15/16 E			87,6			1	111757	78				Total Cpos Extranos y Tierra
1	111766	0001 00111766	04/06/2016	1067	37005		ABIGAIL	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111766	70				Revolcado en Tierra
1	111766	0001 00111766	04/06/2016	1067	37005		ABIGAIL	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111766	50				Humedad
1	111766	0001 00111766	04/06/2016	1067	37005		ABIGAIL	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111766	8				Chamico
1	111766	0001 00111766	04/06/2016	1067	37005		ABIGAIL	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111766	29	3			Granos Danados
1	111766	0001 00111766	04/06/2016	1067	37005		ABIGAIL	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111766	73				Tierra
1	111766	0001 00111766	04/06/2016	1067	37005		ABIGAIL	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111766	11	0,4			Cuerpos Extranos
1	111766	0001 00111766	04/06/2016	1067	37005		ABIGAIL	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111766	74				Total Danados
1	111766	0001 00111766	04/06/2016	1067	37005		ABIGAIL	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111766	58				Olores Comercialmente Objetables
1	111766	0001 00111766	04/06/2016	1067	37005		ABIGAIL	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111766	51				Material Bajo Zaranda
1	111766	0001 00111766	04/06/2016	1067	37005		ABIGAIL	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111766	45	15			Quebrados y/o Pelados
1	111766	0001 00111766	04/06/2016	1067	37005		ABIGAIL	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111766	23				Granos Amohosados
1	111766	0001 00111766	04/06/2016	1067	37005		ABIGAIL	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111766	36				Granos Negros
1	111766	0001 00111766	04/06/2016	1067	37005		ABIGAIL	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111766	46				Granos Quemados o de Avería
1	111766	0001 00111766	04/06/2016	1067	37005		ABIGAIL	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111766	77				Granos Verdes
1	111766	0001 00111766	04/06/2016	1067	37005		ABIGAIL	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111766	96				Rebajas
1	111766	0001 00111766	04/06/2016	1067	37005		ABIGAIL	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111766	78				Total Cpos Extranos y Tierra
1	111767	0001 00111767	03/06/2016	1065	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			99			1	111767	70				Revolcado en Tierra
1	111767	0001 00111767	03/06/2016	1065	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			99			1	111767	50				Humedad
1	111767	0001 00111767	03/06/2016	1065	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			99			1	111767	8				Chamico
1	111767	0001 00111767	03/06/2016	1065	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			99			1	111767	29	6		1	Granos Danados
1	111767	0001 00111767	03/06/2016	1065	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			99			1	111767	73				Tierra
1	111767	0001 00111767	03/06/2016	1065	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			99			1	111767	11				Cuerpos Extranos
1	111767	0001 00111767	03/06/2016	1065	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			99			1	111767	74				Total Danados
1	111767	0001 00111767	03/06/2016	1065	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			99			1	111767	58				Olores Comercialmente Objetables
1	111767	0001 00111767	03/06/2016	1065	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			99			1	111767	51				Material Bajo Zaranda
1	111767	0001 00111767	03/06/2016	1065	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			99			1	111767	45				Quebrados y/o Pelados
1	111767	0001 00111767	03/06/2016	1065	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			99			1	111767	23				Granos Amohosados
1	111767	0001 00111767	03/06/2016	1065	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			99			1	111767	36				Granos Negros
1	111767	0001 00111767	03/06/2016	1065	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			99			1	111767	46				Granos Quemados o de Avería
1	111767	0001 00111767	03/06/2016	1065	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			99			1	111767	77				Granos Verdes
1	111767	0001 00111767	03/06/2016	1065	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			99			1	111767	96				Rebajas
1	111767	0001 00111767	03/06/2016	1065	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			99			1	111767	78				Total Cpos Extranos y Tierra
1	111768	0001 00111768	08/06/2016	1097	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111768	70				Revolcado en Tierra
1	111768	0001 00111768	08/06/2016	1097	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111768	50				Humedad
1	111768	0001 00111768	08/06/2016	1097	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111768	8				Chamico
1	111768	0001 00111768	08/06/2016	1097	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111768	29	2,81			Granos Danados
1	111768	0001 00111768	08/06/2016	1097	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111768	73				Tierra
1	111768	0001 00111768	08/06/2016	1097	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111768	11	0,37			Cuerpos Extranos
1	111768	0001 00111768	08/06/2016	1097	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111768	74				Total Danados
1	111768	0001 00111768	08/06/2016	1097	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111768	58				Olores Comercialmente Objetables
1	111768	0001 00111768	08/06/2016	1097	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111768	51				Material Bajo Zaranda
1	111768	0001 00111768	08/06/2016	1097	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111768	45	14,03			Quebrados y/o Pelados
1	111768	0001 00111768	08/06/2016	1097	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111768	23				Granos Amohosados
1	111768	0001 00111768	08/06/2016	1097	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111768	36				Granos Negros
1	111768	0001 00111768	08/06/2016	1097	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111768	46				Granos Quemados o de Avería
1	111768	0001 00111768	08/06/2016	1097	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111768	77				Granos Verdes
1	111768	0001 00111768	08/06/2016	1097	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111768	96				Rebajas
1	111768	0001 00111768	08/06/2016	1097	37006		DASKALASKI	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111768	78				Total Cpos Extranos y Tierra
1	111769	0001 00111769	14/06/2016	1117	37007		FERNANDEZ	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111769	70				Revolcado en Tierra
1	111769	0001 00111769	14/06/2016	1117	37007		FERNANDEZ	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111769	50				Humedad
1	111769	0001 00111769	14/06/2016	1117	37007		FERNANDEZ	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111769	8				Chamico
1	111769	0001 00111769	14/06/2016	1117	37007		FERNANDEZ	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111769	29	3			Granos Danados
1	111769	0001 00111769	14/06/2016	1117	37007		FERNANDEZ	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111769	73				Tierra
1	111769	0001 00111769	14/06/2016	1117	37007		FERNANDEZ	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111769	11	0,4			Cuerpos Extranos
1	111769	0001 00111769	14/06/2016	1117	37007		FERNANDEZ	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111769	74				Total Danados
1	111769	0001 00111769	14/06/2016	1117	37007		FERNANDEZ	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111769	58				Olores Comercialmente Objetables
1	111769	0001 00111769	14/06/2016	1117	37007		FERNANDEZ	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111769	51				Material Bajo Zaranda
1	111769	0001 00111769	14/06/2016	1117	37007		FERNANDEZ	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111769	45	15			Quebrados y/o Pelados
1	111769	0001 00111769	14/06/2016	1117	37007		FERNANDEZ	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111769	23				Granos Amohosados
1	111769	0001 00111769	14/06/2016	1117	37007		FERNANDEZ	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111769	36				Granos Negros
1	111769	0001 00111769	14/06/2016	1117	37007		FERNANDEZ	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111769	46				Granos Quemados o de Avería
1	111769	0001 00111769	14/06/2016	1117	37007		FERNANDEZ	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111769	77				Granos Verdes
1	111769	0001 00111769	14/06/2016	1117	37007		FERNANDEZ	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111769	96				Rebajas
1	111769	0001 00111769	14/06/2016	1117	37007		FERNANDEZ	SEPA	1516	SOJA COSECHA 15/16 E			100			1	111769	78				Total Cpos Extranos y Tierra
1	111770	0001 00111770	27/05/2016	1510	5126		LA ESPADAÑA	SOJA	1516	SOJA COSECHA 15/16			100			1	111770	70				Revolcado en Tierra
1	111770	0001 00111770	27/05/2016	1510	5126		LA ESPADAÑA	SOJA	1516	SOJA COSECHA 15/16			100			1	111770	50				Humedad
1	111770	0001 00111770	27/05/2016	1510	5126		LA ESPADAÑA	SOJA	1516	SOJA COSECHA 15/16			100			1	111770	8				Chamico
1	111770	0001 00111770	27/05/2016	1510	5126		LA ESPADAÑA	SOJA	1516	SOJA COSECHA 15/16			100			1	111770	29	3			Granos Danados
1	111770	0001 00111770	27/05/2016	1510	5126		LA ESPADAÑA	SOJA	1516	SOJA COSECHA 15/16			100			1	111770	73				Tierra
1	111770	0001 00111770	27/05/2016	1510	5126		LA ESPADAÑA	SOJA	1516	SOJA COSECHA 15/16			100			1	111770	11	0,4			Cuerpos Extranos
1	111770	0001 00111770	27/05/2016	1510	5126		LA ESPADAÑA	SOJA	1516	SOJA COSECHA 15/16			100			1	111770	74				Total Danados
1	111770	0001 00111770	27/05/2016	1510	5126		LA ESPADAÑA	SOJA	1516	SOJA COSECHA 15/16			100			1	111770	58				Olores Comercialmente Objetables
1	111770	0001 00111770	27/05/2016	1510	5126		LA ESPADAÑA	SOJA	1516	SOJA COSECHA 15/16			100			1	111770	51				Material Bajo Zaranda
1	111770	0001 00111770	27/05/2016	1510	5126		LA ESPADAÑA	SOJA	1516	SOJA COSECHA 15/16			100			1	111770	45	15			Quebrados y/o Pelados
1	111770	0001 00111770	27/05/2016	1510	5126		LA ESPADAÑA	SOJA	1516	SOJA COSECHA 15/16			100			1	111770	23				Granos Amohosados
1	111770	0001 00111770	27/05/2016	1510	5126		LA ESPADAÑA	SOJA	1516	SOJA COSECHA 15/16			100			1	111770	36				Granos Negros
1	111770	0001 00111770	27/05/2016	1510	5126		LA ESPADAÑA	SOJA	1516	SOJA COSECHA 15/16			100			1	111770	46				Granos Quemados o de Avería
1	111770	0001 00111770	27/05/2016	1510	5126		LA ESPADAÑA	SOJA	1516	SOJA COSECHA 15/16			100			1	111770	77				Granos Verdes
1	111770	0001 00111770	27/05/2016	1510	5126		LA ESPADAÑA	SOJA	1516	SOJA COSECHA 15/16			100			1	111770	96				Rebajas
1	111770	0001 00111770	27/05/2016	1510	5126		LA ESPADAÑA	SOJA	1516	SOJA COSECHA 15/16			100			1	111770	78				Total Cpos Extranos y Tierra
1	111771	0001 00111771	28/05/2016	1552	5128		LAGUNA DEL ESPARTO	SOJA	1516	SOJA COSECHA 15/16			100			1	111771	70				Revolcado en Tierra
1	111771	0001 00111771	28/05/2016	1552	5128		LAGUNA DEL ESPARTO	SOJA	1516	SOJA COSECHA 15/16			100			1	111771	50				Humedad
1	111771	0001 00111771	28/05/2016	1552	5128		LAGUNA DEL ESPARTO	SOJA	1516	SOJA COSECHA 15/16			100			1	111771	8				Chamico
1	111771	0001 00111771	28/05/2016	1552	5128		LAGUNA DEL ESPARTO	SOJA	1516	SOJA COSECHA 15/16			100			1	111771	29	3			Granos Danados
